Id,RunId,Origin,Destin,FltNum,DepDate,BookedLoad,TgtLoad,TimeRange,dlfBand,ndoBand,anchorFare,MktFare_Min,MktFare_Max,fareOffset,OpenRBD,SellingFare,Channel,criteria,HowDetermined,Backstop,AirlineCode_Min,AirlineCode_Max,FlightNumber_Min,FlightNumber_Max,Variance,StrategyReference,analystName,bookedPlf,startTime,endTime,allocationStatus,endOfDaydlfBand,endOfDayTgtLoad,lastSellingFare,upsell,strategyFare,bookingToday,expectedEndOfDayBooking,expectedEndOfDayLoadFactor,overBookingCount,historicOwnFare,state,timeSectorDrop,gridDrop,marketFaresSummary
80e9026a-2847-4a92-be88-fd478945a388,Test12345,DEL,BOM,1128,08/23/2023,30.0,32.0,0,3,5,5054,5054,5954,2.0,T6,5295.32,B2C,MIN,Matched and allocated,0.0,I5,AI,I5-784,AI-865,-0.02,NA,test,30.0,10:00,17:00,1,NA,NA,NA,NA,5295.32,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
ca3d6624-d684-4c52-99d6-8979bb3c9e98,Test12345,DEL,BOM,1128,08/23/2023,30.0,32.0,0,3,5,2500,2500,18000,2.0,ZJ,3223.32,B2B,MIN,Unable to Match Mkt - B2B allocation at extreme value,0.0,6E,UK,6E-6092,UK-933,-0.02,NA,test,30.0,10:00,17:00,1,NA,NA,NA,NA,3223.32,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
aba4d8f4-3724-493e-bd9a-17d185a268cd,Test12345,DEL,BOM,1128,08/24/2023,60.0,62.0,0,3,5,5054,5054,5954,2.0,T6,5295.32,B2C,MIN,Matched and allocated,0.0,I5,AI,I5-784,AI-865,-0.01,NA,test,30.0,10:00,17:00,1,NA,NA,NA,NA,5295.32,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
6e597a9d-acf8-4223-8a52-85e79f04dca0,Test12345,DEL,BOM,1128,08/24/2023,60.0,62.0,0,3,5,3500,3500,20000,2.0,ZA,3664.32,B2B,MIN,Matched and allocated,0.0,6E,UK,6E-824,UK-945,-0.01,NA,test,30.0,10:00,17:00,1,NA,NA,NA,NA,3664.32,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
1b99153e-ba00-4aff-beec-8cdea1d0525e,Test12345,BOM,DEL,1127,08/31/2023,40.0,48.0,0,3,6,4754,4754,5281,-1.0,V0,4715.0,B2C,MIN,Matched and allocated,0.0,6E,AI,6E-2326,AI-809,-0.04,NA,test,20.0,10:00,17:00,1,NA,NA,NA,NA,4715.0,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
de536f9f-2277-4aea-9adc-95af537b8386,Test12345,BOM,DEL,1127,08/31/2023,40.0,48.0,0,3,6,4700,4700,15000,-1.0,Z2,4610.0,B2B,MIN,Matched and allocated,4300.0,6E,AI,6E-2015,AI-442,-0.04,NA,test,20.0,10:00,17:00,1,NA,NA,NA,NA,4610.0,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
25784aad-b3be-47e7-bfdf-91348232aa93,Test12345,BOM,DEL,1127,09/01/2023,40.0,47.5862068,0,3,6,4754,4754,6444,-4.0,V3,4564.0,B2C,MIN,Matched and allocated,0.0,6E,AI,6E-2326,AI-809,-0.037931033999999995,NA,test,20.0,10:00,17:00,1,NA,NA,NA,NA,4564.0,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
e7830b2f-9c4a-44a8-ae3b-6265153a96e4,Test12345,BOM,DEL,1127,09/01/2023,40.0,47.5862068,0,3,6,4700,4700,10000,-4.0,Z2,4610.0,B2B,MIN,Matched and allocated - Backstop Hit,4500.0,6E,6E,6E-2015,6E-993,-0.037931033999999995,NA,test,20.0,10:00,17:00,1,NA,NA,NA,NA,4610.0,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
61c7dea2-100d-4001-b6e8-56001c7164d6,Test12345,BOM,DEL,1127,09/02/2023,40.0,47.1724138,0,3,6,4754,4754,7284,-2.0,V1,4665.0,B2C,MIN,Matched and allocated,0.0,6E,AI,6E-2326,AI-809,-0.035862069,NA,test,20.0,10:00,17:00,1,NA,NA,NA,NA,4665.0,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
214c7130-20e5-40f7-bb6b-0382f26b2aa0,Test12345,BOM,DEL,1127,09/02/2023,40.0,47.1724138,0,3,6,4700,4700,11000,-2.0,Z1,4961.0,B2B,MIN,Matched and allocated - Backstop Hit,4900.0,6E,AI,6E-2015,AI-442,-0.035862069,NA,test,20.0,10:00,17:00,1,NA,NA,NA,NA,4961.0,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
145a5ce6-2760-4271-9fc4-c23281bd6493,Test12345,BOM,DEL,1127,09/03/2023,40.0,46.3448276,0,3,6,4754,4754,5069,2.0,U7,4863.0,B2C,MIN,Matched and allocated,0.0,6E,UK,6E-2326,UK-994,-0.03172413800000001,NA,test,20.0,10:00,17:00,1,NA,NA,NA,NA,4863.0,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
974d6380-31ad-4da9-9d66-9f30e1256d01,Test12345,BOM,DEL,1127,09/03/2023,40.0,46.3448276,0,3,6,4700,4700,16000,2.0,Z0,5360.0,B2B,MIN,Matched and allocated,4900.0,UK,AI,UK-952,AI-442,-0.03172413800000001,NA,test,20.0,10:00,17:00,1,NA,NA,NA,NA,5360.0,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
56fdc199-d8a8-4bc6-981d-8924e54f6901,Test12345,BOM,DEL,1127,09/04/2023,40.0,45.5172414,0,3,6,4754,4754,5281,5.0,U4,5014.0,B2C,MIN,Matched and allocated,0.0,6E,6E,6E-2326,6E-6821,-0.027586207000000015,NA,test,20.0,10:00,17:00,1,NA,NA,NA,NA,5014.0,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
1bab885a-074e-495a-bc42-e51c25055824,Test12345,BOM,DEL,1127,09/04/2023,40.0,45.5172414,0,3,6,14000,14000,14000,5.0,NA,NA,B2B,MINO,Market Fare higher than Z0 levels - skipping B2B allocation,4900.0,6E,6E,6E-6813,6E-6813,-0.027586207000000015,NA,test,20.0,00:00,23:59,1,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Fullday
dfedbbf3-3f7d-4650-acc2-725de9539638,Test12345,BOM,DEL,1127,08/14/2023,0.0,77.49,0,0,4,3900,3900,11000,0.0,V9,4474.0,B2C,MIN,Unable to Match Mkt - B2C allocation at extreme value,0.0,6E,AI,6E-2326,AI-677,-0.41,NA,test,0.0,10:00,17:00,1,NA,NA,NA,NA,4474.0,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
fd0bc73c-2857-441c-94ce-2ad820125a66,Test12345,BOM,DEL,1127,08/14/2023,0.0,77.49,0,0,4,4729,4729,7291,0.0,Z1,4961.0,B2B,MIN,Matched and allocated,0.0,6E,UK,6E-5113,UK-994,-0.41,NA,test,0.0,10:00,17:00,1,NA,NA,NA,NA,4961.0,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
b229a6fc-d60a-4d74-b082-7e9e00bea37b,Test12345,BOM,DEL,1127,08/15/2023,2.0,75.60000000000001,0,0,5,30000,3000,30000,0.0,Y,28674.0,B2C,MAX,Unable to Match Mkt - B2C allocation at extreme value,0.0,AI,6E,AI-809,6E-2015,-0.38941798941798944,NA,test,1.0582010582010581,10:00,17:00,1,NA,NA,NA,NA,28674.0,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
dabae38a-3068-4f90-8c2a-587928d51c67,Test12345,BOM,DEL,1127,08/15/2023,2.0,75.60000000000001,0,0,5,5709,4729,5709,0.0,NA,NA,B2B,MAX,Market Fare higher than Z0 levels - skipping B2B allocation,0.0,6E,AI,6E-5113,AI-687,-0.38941798941798944,NA,test,1.0582010582010581,10:00,17:00,1,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
5f00c18e-7595-4c82-80e3-f7a49443dd3d,Test12345,BOM,DEL,1127,08/16/2023,0.0,73.71000000000001,0,0,5,4754,4754,7600,0.0,U9,4764.0,B2C,MIN,Matched and allocated,0.0,6E,UK,6E-2326,UK-994,-0.39000000000000007,NA,test,0.0,10:00,17:00,1,NA,NA,NA,NA,4764.0,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
b0a55038-da0b-43e1-bd3b-2b4ddd954a54,Test12345,BOM,DEL,1127,08/16/2023,0.0,73.71000000000001,0,0,5,3500,3500,12000,0.0,Z9,3510.0,B2B,MIN,Matched and allocated,0.0,AI,AI,AI-677,AI-442,-0.39000000000000007,NA,test,0.0,10:00,17:00,1,NA,NA,NA,NA,3510.0,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
b0add358-4aa4-4025-9875-ad843d27b52c,Test12345,BOM,DEL,1127,08/17/2023,6.0,71.82000000000001,0,0,5,7600,4754,7600,0.0,R3,7624.0,B2C,MAX,Matched and allocated,0.0,6E,UK,6E-2326,UK-994,-0.3482539682539683,NA,test,3.1746031746031744,10:00,17:00,1,NA,NA,NA,NA,7624.0,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
5bb8b160-5764-4ee9-96bd-601685cc1547,Test12345,BOM,DEL,1127,08/17/2023,6.0,71.82000000000001,0,0,5,12000,4000,12000,0.0,NA,NA,B2B,MAX,Market Fare higher than Z0 levels - skipping B2B allocation,0.0,UK,6E,UK-960,6E-993,-0.3482539682539683,NA,test,3.1746031746031744,10:00,17:00,1,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
58b0f913-5b74-4283-85ac-5279ae859813,Test12345,BOM,DEL,1127,08/18/2023,0.0,69.92999999999999,0,0,5,2500,2500,20000,-2.0,V9,4474.0,B2C,MIN,Unable to Match Mkt - B2C allocation at extreme value,0.0,6E,UK,6E-6821,UK-960,-0.36999999999999994,NA,test,0.0,10:00,17:00,1,NA,NA,NA,NA,4474.0,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
4d14ae56-47ab-425b-b0c2-339b1edbacb3,Test12345,BOM,DEL,1127,08/18/2023,0.0,69.92999999999999,0,0,5,4729,4729,7291,-2.0,Z3,4310.0,B2B,MIN,Matched and allocated,0.0,6E,UK,6E-5113,UK-994,-0.36999999999999994,NA,test,0.0,10:00,17:00,1,NA,NA,NA,NA,4310.0,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
47733a1f-32e3-4f0d-9ead-a4a168f9783f,Test12345,BOM,DEL,1127,08/03/2023,10.0,145.53,0,0,2,4754,4754,7495,0.0,U9,4764.0,B2C,MIN,Matched and allocated,0.0,6E,UK,6E-2139,UK-930,-0.7170899470899471,NA,test,5.291005291005291,6:00,12:00,1,NA,NA,NA,NA,4764.0,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
3a324609-fcb2-4ba3-8976-bbd1f74ec114,Test12345,BOM,DEL,1127,08/03/2023,10.0,145.53,0,0,2,4693,4693,6309,0.0,Z1,4961.0,B2B,MIN,Matched and allocated,0.0,SG,UK,SG-158,UK-930,-0.7170899470899471,NA,test,5.291005291005291,6:00,12:00,1,NA,NA,NA,NA,4961.0,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
5f2113a2-b175-4d8d-aa2b-eb3943bb1955,Test12345,BOM,DEL,1127,08/04/2023,10.0,136.07999999999998,0,0,3,7495,4755,7495,0.0,R3,7624.0,B2C,MAX,Matched and allocated,0.0,SG,UK,SG-158,UK-930,-0.667089947089947,NA,test,5.291005291005291,6:00,12:00,1,NA,NA,NA,NA,7624.0,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
9fe1b863-3897-48e9-acb1-5b141a030343,Test12345,BOM,DEL,1127,08/04/2023,10.0,136.07999999999998,0,0,3,6513,4693,6513,0.0,NA,NA,B2B,MAX,Market Fare higher than Z0 levels - skipping B2B allocation,0.0,SG,6E,SG-158,6E-5187,-0.667089947089947,NA,test,5.291005291005291,6:00,12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
060d27c9-bc5a-4c7d-9f0f-695867d99910,Test12345,BOM,DEL,1127,08/05/2023,10.0,128.52,0,0,3,7284,4755,7284,0.0,R4,7424.0,B2C,MAX,Matched and allocated,0.0,SG,AI,SG-158,AI-888,-0.6270899470899471,NA,test,5.291005291005291,0:00,23:59,1,NA,NA,NA,NA,7424.0,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
46cdbb4d-de2a-4106-86e4-b5ff02cb6c17,Test12345,BOM,DEL,1127,08/05/2023,10.0,128.52,0,0,3,6528,4693,6528,0.0,NA,NA,B2B,MAX,Market Fare higher than Z0 levels - skipping B2B allocation,0.0,SG,UK,SG-710,UK-952,-0.6270899470899471,NA,test,5.291005291005291,0:00,23:59,1,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
ec2832c6-9400-4ec8-b9ac-da8713b7ad00,Test12345,BOM,DEL,1127,08/06/2023,10.0,120.96000000000001,0,0,3,4754,4754,6014,-2.0,V1,4665.0,B2C,MIN,Matched and allocated,0.0,6E,UK,6E-5113,UK-994,-0.5870899470899471,NA,test,5.291005291005291,6:00,12:00,1,NA,NA,NA,NA,4665.0,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
8c984378-cb59-4bf3-aca0-28e95cbe6c97,Test12345,BOM,DEL,1127,08/06/2023,10.0,120.96000000000001,0,0,3,4693,4693,5740,-2.0,Z3,4310.0,B2B,MIN,Matched and allocated,0.0,SG,UK,SG-158,UK-994,-0.5870899470899471,NA,test,5.291005291005291,6:00,12:00,1,NA,NA,NA,NA,4310.0,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
75a06252-72bc-40df-9720-1b71eda14a45,Test12345,BOM,DEL,1127,08/07/2023,10.0,113.39999999999999,0,0,3,4754,4754,6592,1.0,U8,4814.0,B2C,MIN,Matched and allocated,0.0,6E,UK,6E-2139,UK-930,-0.5470899470899471,NA,test,5.291005291005291,6:00,12:00,1,NA,NA,NA,NA,4814.0,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
0a5b39cf-2f4c-4250-a468-c5b21dedd9a4,Test12345,BOM,DEL,1127,08/07/2023,10.0,113.39999999999999,0,0,3,4693,4693,6309,1.0,Z0,5360.0,B2B,MIN,Matched and allocated,0.0,SG,UK,SG-158,UK-930,-0.5470899470899471,NA,test,5.291005291005291,6:00,12:00,1,NA,NA,NA,NA,5360.0,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
573edb67-2de1-467c-b1e8-85e8720c9dd7,Test12345,BOM,DEL,1127,08/08/2023,10.0,106.785,0,0,4,5794,4754,5794,-2.0,T6,5675.0,B2C,MAX,Matched and allocated,0.0,6E,SG,6E-2015,SG-8158,-0.512089947089947,NA,test,5.291005291005291,10:00,23:59,1,NA,NA,NA,NA,5675.0,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
06a35413-71fa-40a0-ae49-339a420f0ad6,Test12345,BOM,DEL,1127,08/08/2023,10.0,106.785,0,0,4,5709,4693,5709,-2.0,NA,NA,B2B,MAX,Market Fare higher than Z0 levels - skipping B2B allocation,0.0,SG,AI,SG-710,AI-677,-0.512089947089947,NA,test,5.291005291005291,10:00,23:59,1,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
9b2e5c61-4a49-4e33-b7e8-92bbb20331c4,Test12345,BOM,DEL,1127,08/09/2023,10.0,100.17,0,0,4,6014,4754,6014,1.0,T1,6225.0,B2C,MAX,Matched and allocated,0.0,6E,UK,6E-2326,UK-910,-0.4770899470899471,NA,test,5.291005291005291,10:00,23:59,1,NA,NA,NA,NA,6225.0,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
eb345158-8f89-4a76-b907-84b68ab165be,Test12345,BOM,DEL,1127,08/09/2023,10.0,100.17,0,0,4,5740,4693,5740,1.0,NA,NA,B2B,MAX,Market Fare higher than Z0 levels - skipping B2B allocation,0.0,SG,UK,SG-8191,UK-910,-0.4770899470899471,NA,test,5.291005291005291,10:00,23:59,1,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
ace70aad-6510-480e-9422-2ab3e128febd,Test12345,BOM,DEL,1127,08/10/2023,10.0,94.5,0,0,4,4754,4754,7600,-1.0,V0,4715.0,B2C,MIN,Matched and allocated,0.0,6E,UK,6E-2015,UK-910,-0.4470899470899471,NA,test,5.291005291005291,12:00,18:00,1,NA,NA,NA,NA,4715.0,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
bf06b5a3-6bc0-4c39-9a93-3e96661e1472,Test12345,BOM,DEL,1127,08/10/2023,10.0,94.5,0,0,4,4729,4729,7291,-1.0,Z2,4610.0,B2B,MIN,Matched and allocated,0.0,6E,UK,6E-2015,UK-910,-0.4470899470899471,NA,test,5.291005291005291,12:00,18:00,1,NA,NA,NA,NA,4610.0,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
ef03bf77-8f42-4c48-80e2-cc530b9ef3b3,Test12345,BOM,DEL,1127,08/11/2023,0.0,88.83,0,0,4,8650,4754,8650,3.0,Q5,10373.0,B2C,MAX,Matched and allocated,0.0,6E,UK,6E-993,UK-910,-0.47,NA,test,0.0,12:00,18:00,1,NA,NA,NA,NA,10373.0,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
104fe103-dcc9-41cf-95f2-f6e76d68e391,Test12345,BOM,DEL,1127,08/11/2023,0.0,88.83,0,0,4,8318,4729,8318,3.0,NA,NA,B2B,MAX,Market Fare higher than Z0 levels - skipping B2B allocation,0.0,6E,UK,6E-993,UK-910,-0.47,NA,test,0.0,12:00,18:00,1,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
73b9e734-2bba-4bf6-bf57-20947e71f006,Test12345,BOM,DEL,1127,08/12/2023,29.0,85.05,0,0,4,4754,4754,8492,-4.0,V3,4564.0,B2C,MIN,Matched and allocated,0.0,6E,UK,6E-2326,UK-952,-0.2965608465608465,NA,test,15.343915343915343,12:00,18:00,1,NA,NA,NA,NA,4564.0,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
3b40bad0-73d6-475c-a2b0-7de3fee17546,Test12345,BOM,DEL,1127,08/12/2023,29.0,85.05,0,0,4,4729,4729,8165,-4.0,Z5,3859.0,B2B,MIN,Matched and allocated,0.0,6E,UK,6E-993,UK-902,-0.2965608465608465,NA,test,15.343915343915343,12:00,18:00,1,NA,NA,NA,NA,3859.0,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
20fbe5be-3335-4f49-9c3f-a4f04a636324,Test12345,BOM,DEL,1127,08/13/2023,0.0,81.27,0,0,4,8545,4754,8545,1.0,Q8,8875.0,B2C,MAX,Matched and allocated,0.0,6E,UK,6E-2015,UK-944,-0.43,NA,test,0.0,12:00,18:00,1,NA,NA,NA,NA,8875.0,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
18bab868-ecb3-4402-acf5-7c5f01d59818,Test12345,BOM,DEL,1127,08/13/2023,0.0,81.27,0,0,4,8216,4729,8216,1.0,NA,NA,B2B,MAX,Market Fare higher than Z0 levels - skipping B2B allocation,0.0,6E,UK,6E-2015,UK-944,-0.43,NA,test,0.0,12:00,18:00,1,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
0ffcd363-222b-4e2a-8cc2-d11c3b53286a,Test12345,BOM,DEL,1127,08/19/2023,0.0,68.03999999999999,0,0,5,4754,4754,8650,0.0,U9,4764.0,B2C,MIN,Matched and allocated,0.0,6E,UK,6E-2326,UK-994,-0.35999999999999993,NA,test,0.0,10:00,17:00,1,NA,NA,NA,NA,4764.0,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
8c3e26c8-cae3-4950-9d92-aebb56d4a66e,Test12345,BOM,DEL,1127,08/19/2023,0.0,68.03999999999999,0,0,5,4729,4729,8318,0.0,Z1,4961.0,B2B,MIN,Matched and allocated,0.0,6E,UK,6E-2015,UK-994,-0.35999999999999993,NA,test,0.0,10:00,17:00,1,NA,NA,NA,NA,4961.0,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
ab730461-7a4b-4cae-8838-692704ca005c,Test12345,BOM,DEL,1127,08/20/2023,0.0,66.14999999999999,0,0,5,4754,4754,8545,-1.0,V0,4715.0,B2C,MIN,Matched and allocated,0.0,6E,UK,6E-2326,UK-944,-0.35,NA,test,0.0,10:00,17:00,1,NA,NA,NA,NA,4715.0,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
6af05422-1262-4d3d-acdd-803e686fcc64,Test12345,BOM,DEL,1127,08/20/2023,0.0,66.14999999999999,0,0,5,4729,4729,8216,-1.0,Z2,4610.0,B2B,MIN,Matched and allocated,0.0,6E,UK,6E-5113,UK-944,-0.35,NA,test,0.0,10:00,17:00,1,NA,NA,NA,NA,4610.0,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
ce73da48-f787-44e3-8bcf-94797bb62625,Test12345,BOM,DEL,1127,08/21/2023,1.0,64.26,0,0,5,4754,4754,7600,2.0,U7,4863.0,B2C,MIN,Matched and allocated,0.0,6E,UK,6E-2326,UK-994,-0.33470899470899473,NA,test,0.5291005291005291,10:00,17:00,1,NA,NA,NA,NA,4863.0,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
dca455cb-15fe-4254-91af-db98e3535c70,Test12345,BOM,DEL,1127,08/21/2023,1.0,64.26,0,0,5,4729,4729,7291,2.0,Z0,5360.0,B2B,MIN,Matched and allocated,0.0,6E,UK,6E-5113,UK-994,-0.33470899470899473,NA,test,0.5291005291005291,10:00,17:00,1,NA,NA,NA,NA,5360.0,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
52d2cbb8-cea7-457d-99c9-45b5d255ae10,Test12345,BOM,DEL,1127,08/22/2023,0.0,62.370000000000005,0,0,5,4754,4754,7600,2.0,U7,4863.0,B2C,MIN,Matched and allocated,0.0,6E,UK,6E-2326,UK-994,-0.33,NA,test,0.0,10:00,17:00,1,NA,NA,NA,NA,4863.0,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
d7500559-97ff-42e0-8e91-e666e6fc7821,Test12345,BOM,DEL,1127,08/22/2023,0.0,62.370000000000005,0,0,5,4729,4729,7291,2.0,Z0,5360.0,B2B,MIN,Matched and allocated,0.0,6E,UK,6E-5113,UK-994,-0.33,NA,test,0.0,10:00,17:00,1,NA,NA,NA,NA,5360.0,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
caad088f-b2d1-4333-9b00-0b3555685c50,Test12345,BOM,DEL,1127,08/23/2023,0.0,60.480000000000004,0,0,5,4754,4754,5857,2.0,U7,4863.0,B2C,MIN,Matched and allocated,0.0,6E,UK,6E-993,UK-902,-0.32,NA,test,0.0,10:00,17:00,1,NA,NA,NA,NA,4863.0,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
