sector,startTime,endTime,Month,DOW,channel,0,1,2,3,4,5,6
AMDBLR,2:30:00,7:30:00,July,Friday,B2C,0,0,0,0,0,0,0
AMDBLR,2:30:00,7:30:00,July,Monday,B2B,0,0,0,0,0,0,0
AMDBLR,2:30:00,7:30:00,July,Monday,B2C,0,0,0,0,0,0,0
AMDBLR,2:30:00,7:30:00,July,Saturday,B2B,0,0,0,0,0,0,0
AMDBLR,2:30:00,7:30:00,July,Saturday,B2C,0,0,0,0,0,0,0
AMDBLR,2:30:00,7:30:00,July,Sunday,B2B,0,0,0,0,0,0,0
AMDBLR,2:30:00,7:30:00,July,Sunday,B2C,0,0,0,0,0,0,0
AMDBLR,2:30:00,7:30:00,July,Thursday,B2B,0,0,0,0,0,0,0
AMDBLR,2:30:00,7:30:00,July,Thursday,B2C,0,0,0,0,0,0,0
AMDBLR,2:30:00,7:30:00,July,Tuesday,B2B,0,0,0,0,0,0,0
AMDBLR,2:30:00,7:30:00,July,Tuesday,B2C,0,0,0,0,0,0,0
AMDBLR,2:30:00,7:30:00,June,Friday,B2B,0,0,0,0,0,0,0
AMDBLR,2:30:00,7:30:00,June,Friday,B2C,0,0,0,0,0,0,0
AMDBLR,2:30:00,7:30:00,June,Monday,B2B,0,0,0,0,0,0,0
AMDBLR,2:30:00,7:30:00,June,Monday,B2C,0,0,0,0,0,0,0
AMDBLR,2:30:00,7:30:00,June,Saturday,B2B,0,0,0,0,0,0,0
AMDBLR,2:30:00,7:30:00,June,Saturday,B2C,0,0,0,0,0,0,0
AMDBLR,2:30:00,7:30:00,June,Sunday,B2B,0,0,0,0,0,0,0
AMDBLR,2:30:00,7:30:00,June,Sunday,B2C,0,0,0,0,0,0,0
AMDBLR,2:30:00,7:30:00,June,Thursday,B2B,0,0,0,0,0,0,0
AMDBLR,2:30:00,7:30:00,June,Thursday,B2C,0,0,0,0,0,0,0
AMDBLR,2:30:00,7:30:00,June,Tuesday,B2B,0,0,0,0,0,0,0
AMDBLR,2:30:00,7:30:00,June,Tuesday,B2C,0,0,0,0,0,0,0
AMDBLR,2:30:00,7:30:00,March,Friday,B2B,4467,3687,3424,3424,4267,3687,3476
AMDBLR,2:30:00,7:30:00,March,Friday,B2C,4467,3976,3791,3672,3976,3695,5561
AMDBLR,2:30:00,7:30:00,March,Monday,B2B,4087,3887,3687,3424,3110,3424,5467
AMDBLR,2:30:00,7:30:00,March,Monday,B2C,5303,4467,5003,4067,3672,4668,5015
AMDBLR,2:30:00,7:30:00,March,Saturday,B2B,5317,3867,4067,3687,3867,4267,5561
AMDBLR,2:30:00,7:30:00,March,Saturday,B2C,5317,4668,4439,3672,4067,3966,5066
AMDBLR,2:30:00,7:30:00,March,Sunday,B2B,4401,4318,4318,3687,5317,4067,3424
AMDBLR,2:30:00,7:30:00,March,Sunday,B2C,7297,6238,6457,3672,3672,3966,5179
AMDBLR,2:30:00,7:30:00,March,Thursday,B2B,3887,4067,3424,4067,3887,3887,3966
AMDBLR,2:30:00,7:30:00,March,Thursday,B2C,4067,4067,4067,4067,3580,3772,5179
AMDBLR,2:30:00,7:30:00,March,Tuesday,B2B,3488,3424,3424,3424,4067,3488,3488
AMDBLR,2:30:00,7:30:00,March,Tuesday,B2C,4352,4067,4067,3416,3672,3672,2466
AMDBLR,2:30:00,7:30:00,May,Friday,B2B,0,0,10018,4867,4543,4666,3476
AMDBLR,2:30:00,7:30:00,May,Friday,B2C,12892,12892,11999,4465,4666,4867,5256
AMDBLR,2:30:00,7:30:00,May,Monday,B2B,0,0,5465,4318,2909,5039,5367
AMDBLR,2:30:00,7:30:00,May,Monday,B2C,6191,6191,5039,3964,2744,8064,5015
AMDBLR,2:30:00,7:30:00,May,Saturday,B2B,15092,8469,11597,5315,5465,4401,3476
AMDBLR,2:30:00,7:30:00,May,Saturday,B2C,15092,12197,11597,4797,5418,4867,5827
AMDBLR,2:30:00,7:30:00,May,Sunday,B2B,13892,0,0,6037,5260,4318,5827
AMDBLR,2:30:00,7:30:00,May,Sunday,B2C,13892,13892,16092,5154,5367,4265,5827
AMDBLR,2:30:00,7:30:00,May,Thursday,B2B,0,0,0,5418,3885,2696,5517
AMDBLR,2:30:00,7:30:00,May,Thursday,B2C,9618,8469,8469,4266,4067,6191,5827
AMDBLR,2:30:00,7:30:00,May,Tuesday,B2B,0,5367,5315,3964,3885,2696,3476
AMDBLR,2:30:00,7:30:00,May,Tuesday,B2C,21592,4842,5039,4265,4067,6218,5827
AMDBLR,2:30:00,7:30:00,November,Friday,B2B,0,0,0,0,0,0,0
AMDBLR,2:30:00,7:30:00,November,Friday,B2C,0,0,0,0,0,0,0
AMDBLR,2:30:00,7:30:00,November,Monday,B2B,0,0,0,0,0,0,0
AMDBLR,2:30:00,7:30:00,November,Monday,B2C,0,0,0,0,0,0,0
AMDBLR,2:30:00,7:30:00,November,Saturday,B2B,0,0,0,0,0,0,0
AMDBLR,2:30:00,7:30:00,November,Saturday,B2C,0,0,0,0,0,0,0
AMDBLR,2:30:00,7:30:00,November,Sunday,B2B,0,0,0,0,0,0,0
AMDBLR,2:30:00,7:30:00,November,Sunday,B2C,0,0,0,0,0,0,0
AMDBLR,2:30:00,7:30:00,November,Thursday,B2B,0,0,0,0,0,0,0
AMDBLR,2:30:00,7:30:00,November,Thursday,B2C,0,0,0,0,0,0,0
AMDBLR,2:30:00,7:30:00,November,Tuesday,B2B,0,0,0,0,0,0,0
AMDBLR,2:30:00,7:30:00,November,Tuesday,B2C,0,0,0,0,0,0,0
AMDBLR,2:30:00,7:30:00,October,Friday,B2B,0,0,0,0,0,0,0
AMDBLR,2:30:00,7:30:00,October,Friday,B2C,0,0,0,0,0,0,0
AMDBLR,2:30:00,7:30:00,October,Monday,B2B,0,0,0,0,0,0,0
AMDBLR,2:30:00,7:30:00,October,Monday,B2C,0,0,0,0,0,0,0
AMDBLR,2:30:00,7:30:00,October,Saturday,B2B,0,0,0,0,0,0,0
AMDBLR,2:30:00,7:30:00,October,Saturday,B2C,0,0,0,0,0,0,0
AMDBLR,2:30:00,7:30:00,October,Sunday,B2B,0,0,0,0,0,0,0
AMDBLR,2:30:00,7:30:00,October,Sunday,B2C,0,0,0,0,0,0,0
AMDBLR,2:30:00,7:30:00,October,Thursday,B2B,0,0,0,0,0,0,0
AMDBLR,2:30:00,7:30:00,October,Thursday,B2C,0,0,0,0,0,0,0
AMDBLR,2:30:00,7:30:00,October,Tuesday,B2B,0,0,0,0,0,0,0
AMDBLR,2:30:00,7:30:00,October,Tuesday,B2C,0,0,0,0,0,0,0
AMDBLR,2:30:00,7:30:00,September,Friday,B2B,0,0,0,0,0,0,0
AMDBLR,2:30:00,7:30:00,September,Friday,B2C,0,0,0,0,0,0,0
AMDBLR,2:30:00,7:30:00,September,Monday,B2B,0,0,0,0,0,0,0
AMDBLR,2:30:00,7:30:00,September,Monday,B2C,0,0,0,0,0,0,0
AMDBLR,2:30:00,7:30:00,September,Saturday,B2B,0,0,0,0,0,0,0
AMDBLR,2:30:00,7:30:00,September,Saturday,B2C,0,0,0,0,0,0,0
AMDBLR,2:30:00,7:30:00,September,Sunday,B2B,0,0,0,0,0,0,0
AMDBLR,2:30:00,7:30:00,September,Sunday,B2C,0,0,0,0,0,0,0
AMDBLR,2:30:00,7:30:00,September,Thursday,B2B,0,0,0,0,0,0,0
AMDBLR,2:30:00,7:30:00,September,Thursday,B2C,0,0,0,0,0,0,0
AMDBLR,2:30:00,7:30:00,September,Tuesday,B2B,0,0,0,0,0,0,0
AMDBLR,2:30:00,7:30:00,September,Tuesday,B2C,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,April,Friday,B2B,0,2909,2909,2669,2696,3633,4067
AMDBLR,7:30:00,11:00:00,April,Friday,B2C,0,2941,0,2547,2468,3665,4067
AMDBLR,7:30:00,11:00:00,April,Saturday,B2B,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,April,Saturday,B2C,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,April,Sunday,B2B,0,6191,0,0,3257,0,3687
AMDBLR,7:30:00,11:00:00,April,Sunday,B2C,5827,5407,4885,2912,4038,4867,5822
AMDBLR,7:30:00,11:00:00,April,Thursday,B2B,0,3083,2717,2696,2696,3865,0
AMDBLR,7:30:00,11:00:00,April,Thursday,B2C,3115,0,0,2547,2468,5367,3867
AMDBLR,7:30:00,11:00:00,April,Tuesday,B2B,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,April,Tuesday,B2C,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,August,Friday,B2B,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,August,Friday,B2C,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,August,Saturday,B2B,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,August,Saturday,B2C,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,August,Sunday,B2B,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,August,Sunday,B2C,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,August,Thursday,B2B,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,August,Thursday,B2C,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,August,Tuesday,B2B,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,August,Tuesday,B2C,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,December,Friday,B2B,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,December,Friday,B2C,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,December,Saturday,B2B,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,December,Saturday,B2C,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,December,Sunday,B2B,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,December,Sunday,B2C,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,December,Thursday,B2B,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,December,Thursday,B2C,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,December,Tuesday,B2B,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,December,Tuesday,B2C,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,February,Friday,B2B,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,February,Friday,B2C,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,February,Saturday,B2B,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,February,Saturday,B2C,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,February,Sunday,B2B,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,February,Sunday,B2C,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,February,Thursday,B2B,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,February,Thursday,B2C,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,February,Tuesday,B2B,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,February,Tuesday,B2C,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,January,Friday,B2B,3476,3476,3476,3476,5813,0,0
AMDBLR,7:30:00,11:00:00,January,Friday,B2C,0,0,0,5516,5561,5561,5561
AMDBLR,7:30:00,11:00:00,January,Saturday,B2B,3476,3476,3476,3476,0,5561,5561
AMDBLR,7:30:00,11:00:00,January,Saturday,B2C,5367,0,0,5517,5179,5015,4842
AMDBLR,7:30:00,11:00:00,January,Sunday,B2B,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,January,Sunday,B2C,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,January,Thursday,B2B,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,January,Thursday,B2C,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,January,Tuesday,B2B,3687,3488,3488,3887,0,5561,0
AMDBLR,7:30:00,11:00:00,January,Tuesday,B2C,0,5317,0,0,5367,5561,4842
AMDBLR,7:30:00,11:00:00,July,Friday,B2B,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,July,Friday,B2C,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,July,Saturday,B2B,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,July,Saturday,B2C,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,July,Sunday,B2B,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,July,Sunday,B2C,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,July,Thursday,B2B,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,July,Thursday,B2C,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,July,Tuesday,B2B,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,July,Tuesday,B2C,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,June,Friday,B2B,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,June,Friday,B2C,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,June,Saturday,B2B,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,June,Saturday,B2C,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,June,Sunday,B2B,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,June,Sunday,B2C,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,June,Thursday,B2B,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,June,Thursday,B2C,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,June,Tuesday,B2B,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,June,Tuesday,B2C,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,March,Friday,B2B,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,March,Friday,B2C,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,March,Saturday,B2B,0,5617,4867,4867,3966,4318,3476
AMDBLR,7:30:00,11:00:00,March,Saturday,B2C,0,5039,4867,4668,3580,4391,2466
AMDBLR,7:30:00,11:00:00,March,Sunday,B2B,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,March,Sunday,B2C,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,March,Thursday,B2B,0,0,4004,3966,3867,4067,3476
AMDBLR,7:30:00,11:00:00,March,Thursday,B2C,4067,3753,3753,3966,3867,3867,4067
AMDBLR,7:30:00,11:00:00,March,Tuesday,B2B,0,3771,3373,3110,3424,3424,3424
AMDBLR,7:30:00,11:00:00,March,Tuesday,B2C,4151,3753,4067,3551,3566,3220,3566
AMDBLR,7:30:00,11:00:00,May,Friday,B2B,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,May,Friday,B2C,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,May,Saturday,B2B,0,0,0,7419,0,4318,4867
AMDBLR,7:30:00,11:00:00,May,Saturday,B2C,17092,0,0,7217,7419,4265,5428
AMDBLR,7:30:00,11:00:00,May,Sunday,B2B,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,May,Sunday,B2C,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,May,Thursday,B2B,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,May,Thursday,B2C,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,May,Tuesday,B2B,0,0,0,0,4123,3885,4867
AMDBLR,7:30:00,11:00:00,May,Tuesday,B2C,0,15616,0,8954,4013,4223,4467
AMDBLR,7:30:00,11:00:00,November,Friday,B2B,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,November,Friday,B2C,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,November,Saturday,B2B,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,November,Saturday,B2C,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,November,Sunday,B2B,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,November,Sunday,B2C,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,November,Thursday,B2B,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,November,Thursday,B2C,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,November,Tuesday,B2B,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,November,Tuesday,B2C,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,October,Friday,B2B,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,October,Friday,B2C,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,October,Saturday,B2B,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,October,Saturday,B2C,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,October,Sunday,B2B,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,October,Sunday,B2C,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,October,Thursday,B2B,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,October,Thursday,B2C,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,October,Tuesday,B2B,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,October,Tuesday,B2C,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,September,Friday,B2B,6567,0,0,0,0,5067,2929
AMDBLR,7:30:00,11:00:00,September,Friday,B2C,6567,6302,8469,5877,5276,0,3606
AMDBLR,7:30:00,11:00:00,September,Saturday,B2B,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,September,Saturday,B2C,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,September,Sunday,B2B,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,September,Sunday,B2C,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,September,Thursday,B2B,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,September,Thursday,B2C,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,September,Tuesday,B2B,0,0,0,0,0,0,0
AMDBLR,7:30:00,11:00:00,September,Tuesday,B2C,0,0,0,0,0,0,0
AMDBLR,11:00:00,14:30:00,April,Friday,B2B,3083,3485,3256,2883,3057,3687,3476
AMDBLR,11:00:00,14:30:00,April,Friday,B2C,2832,2832,2887,3517,3336,3867,5066
AMDBLR,11:00:00,14:30:00,April,Monday,B2B,2883,2883,2883,3057,3687,3687,3476
AMDBLR,11:00:00,14:30:00,April,Monday,B2C,2701,2701,2701,3280,3602,3867,5827
AMDBLR,11:00:00,14:30:00,April,Saturday,B2B,3082,3057,3257,3771,3057,3966,3476
AMDBLR,11:00:00,14:30:00,April,Saturday,B2C,2812,2737,2737,3437,4267,3966,5561
AMDBLR,11:00:00,14:30:00,April,Sunday,B2B,3410,3282,3057,3771,4632,3887,3476
AMDBLR,11:00:00,14:30:00,April,Sunday,B2C,2812,2812,2737,4409,5039,3867,5561
AMDBLR,11:00:00,14:30:00,April,Thursday,B2B,3333,3057,3410,2883,3057,4401,3476
AMDBLR,11:00:00,14:30:00,April,Thursday,B2C,2785,3139,2735,2887,4162,4666,3966
AMDBLR,11:00:00,14:30:00,April,Tuesday,B2B,3410,3410,3410,3057,3257,3687,3278
AMDBLR,11:00:00,14:30:00,April,Tuesday,B2C,2675,2859,2762,3383,4666,3867,3867
AMDBLR,11:00:00,14:30:00,April,Wednesday,B2B,3256,2792,3082,3057,3057,3687,3476
AMDBLR,11:00:00,14:30:00,April,Wednesday,B2C,3365,2735,2762,2887,3966,3867,3867
AMDBLR,11:00:00,14:30:00,August,Friday,B2B,0,0,0,0,0,0,0
AMDBLR,11:00:00,14:30:00,August,Friday,B2C,0,0,0,0,0,0,0
AMDBLR,11:00:00,14:30:00,August,Monday,B2B,0,0,0,0,0,0,0
AMDBLR,11:00:00,14:30:00,August,Monday,B2C,0,0,0,0,0,0,0
AMDBLR,11:00:00,14:30:00,August,Saturday,B2B,0,0,0,0,0,0,0
AMDBLR,11:00:00,14:30:00,August,Saturday,B2C,0,0,0,0,0,0,0
AMDBLR,11:00:00,14:30:00,August,Sunday,B2B,0,0,0,0,0,0,0
AMDBLR,11:00:00,14:30:00,August,Sunday,B2C,0,0,0,0,0,0,0
AMDBLR,11:00:00,14:30:00,August,Thursday,B2B,0,0,0,0,0,0,0
AMDBLR,11:00:00,14:30:00,August,Thursday,B2C,0,0,0,0,0,0,0
AMDBLR,11:00:00,14:30:00,August,Tuesday,B2B,0,0,0,0,0,0,0
AMDBLR,11:00:00,14:30:00,August,Tuesday,B2C,0,0,0,0,0,0,0
AMDBLR,11:00:00,14:30:00,August,Wednesday,B2B,0,0,0,0,0,0,0
AMDBLR,11:00:00,14:30:00,August,Wednesday,B2C,0,0,0,0,0,0,0
AMDBLR,11:00:00,14:30:00,December,Friday,B2B,0,0,0,0,0,0,0
AMDBLR,11:00:00,14:30:00,December,Friday,B2C,0,0,0,0,0,0,0
AMDBLR,11:00:00,14:30:00,December,Monday,B2B,0,0,0,0,0,0,0
AMDBLR,11:00:00,14:30:00,December,Monday,B2C,0,0,0,0,0,0,0
AMDBLR,11:00:00,14:30:00,December,Saturday,B2B,0,0,0,0,0,0,0
AMDBLR,11:00:00,14:30:00,December,Saturday,B2C,0,0,0,0,0,0,0
AMDBLR,11:00:00,14:30:00,December,Sunday,B2B,0,0,0,0,0,0,0
AMDBLR,11:00:00,14:30:00,December,Sunday,B2C,0,0,0,0,0,0,0
AMDBLR,11:00:00,14:30:00,December,Thursday,B2B,0,0,0,0,0,0,0
AMDBLR,11:00:00,14:30:00,December,Thursday,B2C,0,0,0,0,0,0,0
AMDBLR,11:00:00,14:30:00,December,Tuesday,B2B,0,0,0,0,0,0,0
